resource_id,course_or_certification_title,course_or_certification_description,recommended_experience,schedule,level,estimated_duration,skills_youll_gain,skill_ids,category_id,category_name,offered_by_provider,provider_type,provider_trust_score_auto,resource_type,language,delivery_mode,cost_type,status,notes,external_course_or_certification_link,mapped_skill_names,skill_id_mapping_status,skill_id_mapping_notes
LR-126,Certificate Pathway: ICT debugging tools,"Prototype curated learning resource for ICT debugging tools. Covers ICT debugging tools, Python Programming, JavaScript Programming and supports Kareerly skill-gap recommendations for Software and Applications. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,2–4 hours,ICT debugging tools; Python Programming; JavaScript Programming,SK190;SK001;SK002,K01,"Technology, Data, and Digital Systems",IBM SkillsBuild,Industry Vendor,85,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://skillsbuild.org/,ICT debugging tools; Python Programming; JavaScript Programming,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-127,Foundations Course: Bookkeeping,"Prototype curated learning resource for Bookkeeping. Covers Bookkeeping, Financial Reporting, Payroll Processing and supports Kareerly skill-gap recommendations for Finance, Accounting, and Bookkeeping. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,6–10 hours,Bookkeeping; Financial Reporting; Payroll Processing,SK012;SK013;SK014,K02,"Business, Finance, and Office Administration",Udemy,Private Training Platform,75,Course/Certification,English,Online/Self-paced,Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.udemy.com/courses/search/?q=Bookkeeping,Bookkeeping; Financial Reporting; Payroll Processing,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-128,Practical Skills Certificate: Financial Reporting,"Prototype curated learning resource for Financial Reporting. Covers Financial Reporting, Bookkeeping, Payroll Processing and supports Kareerly skill-gap recommendations for Finance, Accounting, and Bookkeeping. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,2–4 weeks,Financial Reporting; Bookkeeping; Payroll Processing,SK013;SK012;SK014,K02,"Business, Finance, and Office Administration",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Financial Reporting; Bookkeeping; Payroll Processing,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-129,Career Readiness Course: Python Programming,"Prototype curated learning resource for Python Programming. Covers Python Programming, JavaScript Programming, Web Development and supports Kareerly skill-gap recommendations for Software and Applications. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,4–6 weeks,Python Programming; JavaScript Programming; Web Development,SK001;SK002;SK003,K01,"Technology, Data, and Digital Systems",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Python+Programming,Python Programming; JavaScript Programming; Web Development,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-130,Certificate Pathway: Customer Service,"Prototype curated learning resource for Customer Service. Covers Customer Service, Client Handling, English Communication and supports Kareerly skill-gap recommendations for Customer Service and Client Information. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,2–4 hours,Customer Service; Client Handling; English Communication,SK029;SK030;SK031,K03,"Sales, Marketing, and Customer Relations",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Customer+Service,Customer Service; Client Handling; English Communication,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-131,Foundations Course: English Communication,"Prototype curated learning resource for English Communication. Covers English Communication, Customer Service, Client Handling and supports Kareerly skill-gap recommendations for Customer Service and Client Information. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,6–10 hours,English Communication; Customer Service; Client Handling,SK031;SK029;SK030,K03,"Sales, Marketing, and Customer Relations",IBM SkillsBuild,Industry Vendor,85,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://skillsbuild.org/,English Communication; Customer Service; Client Handling,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-132,Practical Skills Certificate: Client Handling,"Prototype curated learning resource for Client Handling. Covers Client Handling, Customer Service, English Communication and supports Kareerly skill-gap recommendations for Customer Service and Client Information. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,2–4 weeks,Client Handling; Customer Service; English Communication,SK030;SK029;SK031,K03,"Sales, Marketing, and Customer Relations",Udemy,Private Training Platform,75,Course/Certification,English,Online/Self-paced,Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.udemy.com/courses/search/?q=Client+Handling,Client Handling; Customer Service; English Communication,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-133,Career Readiness Course: Execute email marketing,"Prototype curated learning resource for Execute email marketing. Covers Execute email marketing, Digital Marketing, Social Media Management and supports Kareerly skill-gap recommendations for Marketing and Public Relations. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,4–6 weeks,Execute email marketing; Digital Marketing; Social Media Management,SK264;SK026;SK027,K03,"Sales, Marketing, and Customer Relations",Other Trusted Provider,Other,70,Course/Certification,English,Online/Self-paced,Review,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,,Execute email marketing; Digital Marketing; Social Media Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-134,Certificate Pathway: Implement a firewall,"Prototype curated learning resource for Implement a firewall. Covers Implement a firewall, Technical Support, Database Management and supports Kareerly skill-gap recommendations for Networks, Databases, and IT Support. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,2–4 hours,Implement a firewall; Technical Support; Database Management,SK191;SK007;SK008,K01,"Technology, Data, and Digital Systems",Coursera,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.coursera.org/search?query=Implement+a+firewall,Implement a firewall; Technical Support; Database Management,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-135,Foundations Course: Database management systems,"Prototype curated learning resource for Database management systems. Covers Database management systems, SQL, Data Analysis and supports Kareerly skill-gap recommendations for Data, Analytics, and Statistics. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Beginner,6–10 hours,Database management systems; SQL; Data Analysis,SK169;SK004;SK005,K01,"Technology, Data, and Digital Systems",edX,MOOC Platform,88,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.edx.org/search?q=Database+management+systems,Database management systems; SQL; Data Analysis,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-136,Practical Skills Certificate: Perform data mining,"Prototype curated learning resource for Perform data mining. Covers Perform data mining, SQL, Data Analysis and supports Kareerly skill-gap recommendations for Data, Analytics, and Statistics. Verify the exact provider course before final release.",Basic related experience recommended,Flexible/Self-paced,Intermediate,2–4 weeks,Perform data mining; SQL; Data Analysis,SK122;SK004;SK005,K01,"Technology, Data, and Digital Systems",IBM SkillsBuild,Industry Vendor,85,Course/Certification,English,Online/Self-paced,Free,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://skillsbuild.org/,Perform data mining; SQL; Data Analysis,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
LR-137,Career Readiness Course: Analyse large-scale data in healthcare,"Prototype curated learning resource for Analyse large-scale data in healthcare. Covers Analyse large-scale data in healthcare, SQL, Data Analysis and supports Kareerly skill-gap recommendations for Data, Analytics, and Statistics. Verify the exact provider course before final release.",No formal experience required,Flexible/Self-paced,Foundational,4–6 weeks,Analyse large-scale data in healthcare; SQL; Data Analysis,SK154;SK004;SK005,K01,"Technology, Data, and Digital Systems",Cisco Networking Academy,Industry Vendor,85,Course/Certification,English,Online/Self-paced,Free/Paid,Generated - Review Needed,Auto-generated to expand prototype coverage; verify exact course/certification title and URL before final deployment.,https://www.netacad.com/,Analyse large-scale data in healthcare; SQL; Data Analysis,generated_mapped,Generated from Expanded_Kareerly_Skills_Reference_SK001_SK621 and linked by skill_ids.
